"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"627",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.2,36
"628",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.25,36
"629",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.3,36
"630",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.35,36
"631",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.4,36
"632",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.45,36
"633",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.5,36
"634",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.55,36
"635",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.6,36
"636",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.65,36
"637",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.7,36
"638",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.75,36
"639",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.8,36
"640",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.85,36
"641",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.9,36
"642",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.95,36
"643",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.975,36
"644",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"31","quantile",0.99,36
"645",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.01,60
"646",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.025,60
"647",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.05,60
"648",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.1,60
"649",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.15,60
"650",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.2,60
"651",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.25,60
"652",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.3,60
"653",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.35,60
"654",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.4,60
"655",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.45,60
"656",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.5,60
"657",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.55,60
"658",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.6,60
"659",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.65,60
"660",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.7,60
"661",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.75,60
"662",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.8,60
"663",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.85,60
"664",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.9,60
"665",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.95,60
"666",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.975,60
"667",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"32","quantile",0.99,60
"668",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.01,5
"669",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.025,5
"670",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.05,5
"671",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.1,5
"672",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.15,5
"673",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.2,5
"674",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.25,5
"675",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.3,5
"676",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.35,5
"677",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.4,5
"678",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.45,5
"679",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.5,5
"680",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.55,5
"681",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.6,5
"682",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.65,5
"683",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.7,5
"684",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.75,5
"685",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.8,5
"686",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.85,5
"687",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.9,5
"688",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.95,5
"689",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.975,5
"690",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"33","quantile",0.99,5
"691",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.01,26
"692",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.025,26
"693",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.05,26
"694",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.1,26
"695",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.15,26
"696",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.2,26
"697",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.25,26
"698",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.3,26
"699",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.35,26
"700",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.4,26
"701",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.45,26
"702",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.5,26
"703",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.55,26
"704",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.6,26
"705",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.65,26
"706",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.7,26
"707",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.75,26
"708",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.8,26
"709",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.85,26
"710",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.9,26
"711",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.95,26
"712",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.975,26
"713",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"34","quantile",0.99,26
"714",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.01,89
"715",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.025,89
"716",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.05,89
"717",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.1,89
"718",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.15,89
"719",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.2,89
"720",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.25,89
"721",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.3,89
"722",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.35,89
"723",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.4,89
"724",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.45,89
"725",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.5,89
"726",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.55,89
"727",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.6,89
"728",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.65,89
"729",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.7,89
"730",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.75,89
"731",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.8,89
"732",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.85,89
"733",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.9,89
"734",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.95,89
"735",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.975,89
"736",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"35","quantile",0.99,89
"737",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.01,49
"738",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.025,49
"739",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.05,49
"740",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.1,49
"741",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.15,49
"742",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.2,49
"743",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.25,49
"744",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.3,49
"745",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.35,49
"746",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.4,49
"747",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.45,49
"748",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.5,49
"749",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.55,49
"750",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.6,49
"751",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.65,49
"752",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.7,49
"753",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.75,49
"754",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.8,49
"755",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.85,49
"756",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.9,49
"757",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.95,49
"758",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.975,49
"759",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"36","quantile",0.99,49
"760",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.01,36
"761",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.025,36
"762",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.05,36
"763",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.1,36
"764",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.15,36
"765",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.2,36
"766",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.25,36
"767",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.3,36
"768",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.35,36
"769",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.4,36
"770",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.45,36
"771",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.5,36
"772",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.55,36
"773",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.6,36
"774",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.65,36
"775",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.7,36
"776",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.75,36
"777",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.8,36
"778",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.85,36
"779",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.9,36
"780",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.95,36
"781",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.975,36
"782",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"37","quantile",0.99,36
"783",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.01,23
"784",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.025,23
"785",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.05,23
"786",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.1,23
"787",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.15,23
"788",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.2,23
"789",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.25,23
"790",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.3,23
"791",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.35,23
"792",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.4,23
"793",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.45,23
"794",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.5,23
"795",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.55,23
"796",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.6,23
"797",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.65,23
"798",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.7,23
"799",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.75,23
"800",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.8,23
"801",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.85,23
"802",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.9,23
"803",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.95,23
"804",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.975,23
"805",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"38","quantile",0.99,23
"806",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.01,56
"807",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.025,56
"808",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.05,56
"809",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.1,56
"810",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.15,56
"811",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.2,56
"812",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.25,56
"813",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.3,56
"814",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.35,56
"815",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.4,56
"816",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.45,56
"817",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.5,56
"818",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.55,56
"819",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.6,56
"820",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.65,56
"821",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.7,56
"822",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.75,56
"823",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.8,56
"824",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.85,56
"825",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.9,56
"826",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.95,56
"827",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.975,56
"828",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"39","quantile",0.99,56
"829",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.01,29
"830",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.025,29
"831",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.05,29
"832",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.1,29
"833",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.15,29
"834",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.2,29
"835",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.25,29
"836",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.3,29
"837",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.35,29
"838",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.4,29
"839",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.45,29
"840",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.5,29
"841",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.55,29
"842",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.6,29
"843",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.65,29
"844",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.7,29
"845",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.75,29
"846",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.8,29
"847",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.85,29
"848",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.9,29
"849",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.95,29
"850",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.975,29
"851",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"40","quantile",0.99,29
"852",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.01,47
"853",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.025,47
"854",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.05,47
"855",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.1,47
"856",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.15,47
"857",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.2,47
"858",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.25,47
"859",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.3,47
"860",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.35,47
"861",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.4,47
"862",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.45,47
"863",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.5,47
"864",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.55,47
"865",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.6,47
"866",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.65,47
"867",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.7,47
"868",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.75,47
"869",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.8,47
"870",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.85,47
"871",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.9,47
"872",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.95,47
"873",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.975,47
"874",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"41","quantile",0.99,47
"875",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.01,89
"876",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.025,89
"877",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.05,89
"878",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.1,89
"879",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.15,89
"880",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.2,89
"881",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.25,89
"882",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.3,89
"883",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.35,89
"884",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.4,89
"885",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.45,89
"886",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.5,89
"887",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.55,89
"888",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.6,89
"889",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.65,89
"890",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.7,89
"891",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.75,89
"892",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.8,89
"893",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.85,89
"894",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.9,89
"895",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.95,89
"896",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.975,89
"897",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"42","quantile",0.99,89
"898",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.01,10
"899",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.025,10
"900",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.05,10
"901",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.1,10
"902",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.15,10
"903",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.2,10
"904",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.25,10
"905",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.3,10
"906",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.35,10
"907",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.4,10
"908",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.45,10
"909",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.5,10
"910",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.55,10
"911",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.6,10
"912",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.65,10
"913",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.7,10
"914",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.75,10
"915",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.8,10
"916",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.85,10
"917",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.9,10
"918",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.95,10
"919",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.975,10
"920",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"44","quantile",0.99,10
"921",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.01,28
"922",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.025,28
"923",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.05,28
"924",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.1,28
"925",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.15,28
"926",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.2,28
"927",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.25,28
"928",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.3,28
"929",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.35,28
"930",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.4,28
"931",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.45,28
"932",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.5,28
"933",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.55,28
"934",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.6,28
"935",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.65,28
"936",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.7,28
"937",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.75,28
"938",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.8,28
"939",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.85,28
"940",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.9,28
"941",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.95,28
"942",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.975,28
"943",2024-11-09,-1,"wk inc covid hosp",2024-11-02,"45","quantile",0.99,28
